Animal_ID,Pop_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
CHAgoat151,10,0,0,1,1,2,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0
CHAgoat152,10,1,0,1,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,1,0
CHAgoat153,10,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
CHAgoat145,10,1,0,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CHAgoat150,10,0,1,1,0,0,1,3,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0
SAAgoat386,10,0,1,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAAgoat387,10,0,0,0,1,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
SAAgoat398,10,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0
SAAgoat397,10,0,0,1,1,1,2,0,0,1,0,1,1,0,4,1,0,0,0,0,2,1,0,0
SAAgoat396,10,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
SAAgoat395,10,0,0,0,1,2,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
SAAgoat394,10,0,0,0,0,2,1,0,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0
SAAgoat385,10,0,0,2,1,4,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
SAAgoat399,10,1,0,1,1,1,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,1
SAAgoat391,10,0,0,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
SAAgoat392,10,0,0,0,0,2,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,1,0,0
SAAgoat388,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
SAAgoat393,10,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
SAAgoat389,10,1,0,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
SAAgoat390,10,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1
CHAgoat213,11,0,0,2,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
CHAgoat214,11,0,1,4,0,1,0,1,0,1,2,0,0,0,0,2,1,0,0,1,1,1,2,2
CHAgoat211,11,0,0,2,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
CHAgoat232,11,0,1,2,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,2,2,3,3
CHAgoat231,11,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2
CHAgoat234,11,0,0,3,0,0,2,0,1,0,0,0,0,1,1,2,0,1,0,0,1,0,1,3
CHAgoat230,11,0,0,4,1,0,3,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0
CHAgoat235,11,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1
CHAgoat236,11,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2
CHAgoat212,11,0,0,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,1,2,3
CHAgoat233,11,0,2,1,0,1,0,0,1,0,2,0,0,0,0,3,1,2,1,0,3,1,2,3
CHAgoat228,11,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,1
CHAgoat215,11,0,2,1,0,1,4,1,0,0,1,0,1,0,0,0,2,0,0,0,4,1,2,2
CHAgoat216,11,0,0,3,0,1,2,2,2,0,0,0,0,0,1,0,2,0,1,1,1,1,1,1
CHAgoat218,11,1,1,1,0,1,0,1,1,0,0,0,0,1,2,1,3,0,2,0,1,1,4,1
CHAgoat219,11,0,0,3,0,0,0,1,1,0,0,0,0,2,0,4,0,0,0,0,1,0,2,4
CHAgoat220,11,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,4
CHAgoat221,11,0,0,3,0,0,0,1,2,1,0,0,0,0,0,3,0,0,1,0,0,0,3,1
CHAgoat222,11,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2
CHAgoat223,11,0,0,2,1,3,3,1,2,0,0,0,0,1,1,0,0,1,1,0,3,0,5,3
CHAgoat224,11,1,1,4,0,1,3,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,2
CHAgoat225,11,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2
CHAgoat226,11,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,2,3
CHAgoat227,11,0,0,3,0,0,2,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3
CHAgoat229,11,0,1,1,0,0,0,0,3,1,0,0,0,1,0,1,3,1,0,0,1,0,1,2
CHAgoat217,11,0,1,2,0,1,2,4,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0
APPgoat1,11,0,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,4,1,2,1
APPgoat22,11,1,0,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1
APPgoat5,11,0,1,2,0,1,4,2,2,0,0,0,0,0,0,0,1,0,1,1,3,2,2,3
APPgoat6,11,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,4
APPgoat7,11,0,3,1,0,0,3,2,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,2
APPgoat8,11,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,5,2
APPgoat23,11,1,1,3,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,2
APPgoat9,11,0,0,2,0,1,0,0,1,0,1,0,0,1,2,2,0,0,0,0,2,0,1,1
APPgoat21,11,0,1,2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3
APPgoat20,11,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1
APPgoat2,11,0,0,3,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1
APPgoat19,11,0,0,3,0,3,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3
APPgoat18,11,2,1,4,0,1,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,1,1
APPgoat17,11,0,0,4,1,2,2,1,2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,4
APPgoat16,11,0,2,4,0,1,3,1,1,1,0,0,1,0,1,0,0,1,2,0,1,3,4,1
APPgoat15,11,0,1,1,0,0,3,1,0,1,1,0,0,0,0,0,1,1,2,0,0,1,2,2
APPgoat14,11,0,0,2,0,1,4,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,4,2
APPgoat13,11,0,0,4,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,4,2
APPgoat12,11,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2
APPgoat11,11,0,1,3,1,1,1,0,1,1,0,0,1,0,1,0,0,0,2,0,2,2,5,2
APPgoat10,11,1,0,2,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2
APPgoat4,11,0,0,2,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,1
APPgoat3,11,0,1,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,2
NVEgoat299,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TGRgoat85,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGRgoat86,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
TGRgoat87,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
TGRgoat88,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
TGRgoat89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TGRgoat84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TGRgoat83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3
NVEgoat324,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGRgoat81,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4
TGRgoat80,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TGRgoat79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TGRgoat90,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NVEgoat323,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
NVEgoat322,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
NVEgoat321,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TGRgoat82,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TGRgoat91,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VAGgoat274,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
VAGgoat264,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2
VAGgoat280,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
VAGgoat279,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAGgoat278,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VAGgoat277,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
VAGgoat276,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1
VAGgoat275,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
NVEgoat320,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
TGRgoat92,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VAGgoat273,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
VAGgoat271,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
VAGgoat270,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VAGgoat269,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
VAGgoat268,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
VAGgoat267,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
VAGgoat266,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
VAGgoat265,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VAGgoat272,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
NVEgoat300,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVEgoat319,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
NVEgoat317,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
GSTgoat70,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GSTgoat71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GSTgoat73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
GSTgoat77,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
GSTgoat78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
VAGgoat281,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVEgoat283,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NVEgoat284,12,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NVEgoat285,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NVEgoat287,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NVEgoat288,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NVEgoat289,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NVEgoat290,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NVEgoat291,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
NVEgoat292,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NVEgoat293,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0
NVEgoat301,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
NVEgoat295,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NVEgoat296,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
NVEgoat297,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
NVEgoat298,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
NVEgoat286,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GSTgoat68,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GSTgoat67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GSTgoat66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVEgoat316,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NVEgoat315,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1
NVEgoat314,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
NVEgoat313,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
NVEgoat312,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NVEgoat311,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NVEgoat310,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
NVEgoat309,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
NVEgoat308,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0
NVEgoat307,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NVEgoat306,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
NVEgoat305,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVEgoat304,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
NVEgoat303,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
NVEgoat302,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
GSTgoat30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GSTgoat31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GSTgoat34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
GSTgoat35,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
GSTgoat36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
GSTgoat37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
GSTgoat38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GSTgoat39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSTgoat65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVEgoat318,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
NVEgoat294,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAGgoat282,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAgoat188,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
CHAgoat189,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
CHAgoat181,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAgoat182,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CHAgoat183,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAgoat184,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAgoat185,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CHAgoat186,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
CHAgoat187,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CHAgoat179,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
CHAgoat178,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
CHAgoat180,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHAgoat175,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APPgoat27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
