Animal_ID,Pop_ID,spa,most_affluent_pop
SAAgoat388,10,0.0,14
SAAgoat389,10,0.0,14
SAAgoat390,10,8.33,14
SAAgoat391,10,4.17,14
SAAgoat392,10,12.5,14
SAAgoat393,10,0.0,14
SAAgoat394,10,12.5,14
SAAgoat395,10,4.17,14
SAAgoat396,10,4.17,14
SAAgoat397,10,16.67,14
SAAgoat398,10,4.17,14
SAAgoat399,10,16.67,14
SAAgoat400,3,12.5,23
SAAgoat401,3,0.0,23
SAAgoat402,3,6.25,23
SAAgoat403,3,0.0,23
SAAgoat404,3,12.5,23
SAAgoat405,3,0.0,23
SAAgoat406,3,3.12,23
SAAgoat407,3,0.0,23
SAAgoat408,3,3.12,23
SAAgoat409,3,0.0,23
SAAgoat410,3,6.25,23
SAAgoat411,3,3.12,23
SAAgoat412,3,0.0,23
SAAgoat413,3,0.0,23
SAAgoat414,3,3.12,23
SAAgoat415,3,0.0,23
SAAgoat416,3,6.25,23
SAAgoat417,3,3.12,23
SAAgoat418,3,9.38,23
SAAgoat419,3,0.0,23
SGBgoat420,3,6.25,23
SGBgoat421,3,0.0,23
SGBgoat422,3,6.25,23
SGBgoat423,3,3.12,23
SGBgoat424,3,12.5,23
SGBgoat425,3,3.12,23
SGBgoat426,3,3.12,23
SGBgoat427,3,6.25,23
SGBgoat428,3,6.25,23
SGBgoat429,3,3.12,23
SGBgoat430,3,3.12,23
SGBgoat431,3,3.12,23
SGBgoat432,3,6.25,23
SGBgoat433,3,3.12,23
SGBgoat434,9,3.12,23
SGBgoat435,9,3.12,23
SGBgoat436,9,6.25,23
SGBgoat437,9,0.0,23
SGBgoat438,9,0.0,23
SGBgoat439,9,6.25,23
SGBgoat440,9,9.38,23
SGBgoat441,9,9.38,23
SGBgoat442,9,12.5,23
SSZ07230,23,20.83,14
SSZ12130,23,4.17,14
SSZ22620,23,25.0,14
SSZ36110,23,25.0,14
SSZ51260,23,29.17,14
SSZ52360,23,29.17,14
SSZ52620,23,8.33,14
SSZ56310,23,16.67,14
SSZ64120,23,20.83,14
SSZ74310,23,20.83,14
SSZ80820,23,12.5,14
SSZ85420,23,25.0,14
SSZ89620,23,16.67,14
SSZ89710,23,4.17,14
SSZZ00510,23,20.83,14
SSZZ10130,23,12.5,14
SSZZ11630,23,8.33,14
SSZZ32130,23,8.33,14
SSZZ40460,23,16.67,14
SSZZ43640,23,16.67,14
SSZZ49960,23,4.17,14
SSZZ50260,23,20.83,14
SSZZ72730,23,12.5,14
SSZZ76260,23,37.5,14
SSZZ78460,23,25.0,14
SSZZ78630,23,16.67,14
SSZZ82120,23,20.83,14
SSZZ83160,23,12.5,14
SSZZ86520,23,12.5,14
SSZZ87220,23,0.0,14
SSZZ89720,23,25.0,14
SSZZ99340,23,4.17,14
TA52120,21,34.38,23
TGRgoat100,4,15.62,23
TGRgoat101,4,12.5,23
TGRgoat102,4,15.62,23
TGRgoat103,4,15.62,23
TGRgoat104,4,6.25,23
TGRgoat105,4,6.25,23
TGRgoat106,4,6.25,23
TGRgoat107,4,9.38,23
TGRgoat108,4,6.25,23
TGRgoat109,4,9.38,23
TGRgoat110,4,25.0,23
TGRgoat111,4,12.5,23
TGRgoat112,3,6.25,23
TGRgoat113,3,9.38,23
TGRgoat114,3,6.25,23
TGRgoat115,3,9.38,23
TGRgoat79,12,0.0,19
TGRgoat80,12,0.0,19
TGRgoat81,12,4.55,19
TGRgoat82,12,0.0,19
TGRgoat83,12,4.55,19
TGRgoat84,12,9.09,19
TGRgoat85,12,0.0,19
TGRgoat86,12,4.55,19
TGRgoat87,12,4.55,19
TGRgoat88,12,0.0,19
TGRgoat89,12,0.0,19
TGRgoat90,12,4.55,19
TGRgoat91,12,4.55,19
TGRgoat92,12,4.55,19
TGRgoat93,4,3.12,23
TGRgoat94,4,6.25,23
TGRgoat95,4,6.25,23
TGRgoat96,4,6.25,23
TGRgoat97,4,9.38,23
TGRgoat98,4,9.38,23
TGRgoat99,4,9.38,23
TOGgoat443,9,6.25,23
TOGgoat444,9,0.0,23
TOGgoat445,9,6.25,23
TOGgoat446,9,3.12,23
TOGgoat447,9,6.25,23
TOGgoat448,9,3.12,23
TOGgoat449,9,9.38,23
TOGgoat450,7,12.5,14
TOGgoat451,7,8.33,14
TOGgoat452,7,4.17,14
TOGgoat453,7,12.5,14
TOGgoat454,7,4.17,14
TOGgoat455,7,8.33,14
TOGgoat456,7,4.17,14
TOGgoat457,7,12.5,14
TOGgoat458,7,16.67,14
TOGgoat459,7,0.0,14
TOGgoat460,7,8.33,14
TOGgoat461,7,12.5,14
TOGgoat462,7,0.0,14
TOGgoat463,7,16.67,14
TOGgoat464,7,4.17,14
TOGgoat465,7,8.33,14
TOGgoat466,7,20.83,14
TOGgoat467,7,8.33,14
TOGgoat468,7,4.17,14
TOGgoat469,7,8.33,14
TOGgoat470,7,12.5,14
TOGgoat471,7,16.67,14
TOGgoat472,7,16.67,14
TOGgoat473,7,4.17,14
TSZ01510,21,28.12,23
TSZ01810,21,28.12,23
TSZ09920,21,34.38,23
TSZ16852,21,34.38,23
TSZ22420,21,21.88,23
TSZ22810,21,25.0,23
TSZ27352,21,25.0,23
TSZ28430,21,25.0,23
TSZ32720,21,15.62,23
TSZ41820,21,12.5,23
TSZ44930,21,34.38,23
TSZ53120,21,31.25,23
TSZ56230,21,18.75,23
TSZ57740,21,25.0,23
TSZ58920,21,28.12,23
TSZ62110,21,28.12,23
TSZ64852,21,25.0,23
TSZ69110,21,12.5,23
TSZ69410,21,18.75,23
TSZ70310,21,31.25,23
TSZ72152,21,34.38,23
TSZ76510,21,25.0,23
TSZ77120,21,31.25,23
TSZ79652,21,18.75,23
TSZ81952,21,28.12,23
TSZ88630,21,31.25,23
TSZ92130,21,31.25,23
VAGgoat240,6,11.9,5
VAGgoat241,6,14.29,5
VAGgoat242,6,9.52,5
VAGgoat243,6,4.76,5
VAGgoat244,6,11.9,5
VAGgoat245,6,11.9,5
VAGgoat246,6,21.43,5
VAGgoat247,6,2.38,5
VAGgoat248,6,2.38,5
VAGgoat249,6,7.14,5
VAGgoat250,6,7.14,5
VAGgoat251,6,23.81,5
VAGgoat252,6,14.29,5
VAGgoat253,6,9.52,5
VAGgoat254,6,7.14,5
VAGgoat255,6,7.14,5
VAGgoat256,6,11.9,5
VAGgoat257,6,19.05,5
VAGgoat258,6,11.9,5
VAGgoat259,6,2.38,5
VAGgoat260,6,9.52,5
VAGgoat261,6,14.29,5
VAGgoat262,6,9.52,5
VAGgoat263,6,11.9,5
VAGgoat264,12,0.0,19
VAGgoat265,12,0.0,19
VAGgoat266,12,0.0,19
VAGgoat267,12,0.0,19
VAGgoat268,12,13.64,19
VAGgoat269,12,4.55,19
VAGgoat270,12,0.0,19
VAGgoat271,12,13.64,19
VAGgoat272,12,9.09,19
VAGgoat273,12,4.55,19
VAGgoat274,12,4.55,19
VAGgoat275,12,4.55,19
VAGgoat276,12,9.09,19
VAGgoat277,12,4.55,19
VAGgoat278,12,0.0,19
VAGgoat279,12,0.0,19
VAGgoat280,12,4.55,19
VAGgoat281,12,0.0,19
VAGgoat282,12,0.0,19
